tweet,label_str,label,source,tokens,cleaned_text
"""ኢትዮጵያ በልጆቿ ጥረት ታፍራና ተከብራ ትኖራለች""",positive,0,policy,"['ኢትዮጵያ', 'በልጆቿ', 'ጥረት', 'ታፍራና', 'ተከብራ', 'ትኖራለች']",ኢትዮጵያ በልጆቿ ጥረት ታፍራና ተከብራ ትኖራለች
የእግዚአብሔር ጥበቃ አገራችን ላይ ይሁን ??,positive,0,afrisenti,"['የእግዚአብሄር', 'ጥበቃ', 'አገራችን', 'ይሁን']",የእግዚአብሄር ጥበቃ አገራችን ይሁን
በጠቀስከው የጊዜ ፍሬም ውስጥ ያደረግነው ተቃዋሚ መሆናችንን ግራ እንዲገባ የሚያደርግ፣ በአዲስ አበባ ጉዳይ…,neutral,2,afrisenti,"['በጠቀስከው', 'የጊዜ', 'ፍሬም', 'ያደረግነው', 'ተቃዋሚ', 'መሆናችንን', 'ግራ', 'እንዲገባ', 'የሚያደርግ፣', 'በአዲስ', 'አበባ', 'ጉዳይ']",በጠቀስከው የጊዜ ፍሬም ያደረግነው ተቃዋሚ መሆናችንን ግራ እንዲገባ የሚያደርግ፣ በአዲስ አበባ ጉዳይ
አማራ ክልል ፈልቶበታል ልኩን ማስገባት ነው!!! ሙስሊሞችን ጠልቶ 85% ሙስሊሞች በሚኖርባት ኦሮምያ ጋር ግንኙነትን አትሰበው !!!,negative,1,afrisenti,"['አማራ', 'ክልል', 'ፈልቶበታል', 'ልኩን', 'ማስገባት', 'ሙስሊሞችን', 'ጠልቶ', 'ሙስሊሞች', 'በሚኖርባት', 'ኦሮምያ', 'ግንኙነትን', 'አትሰበው']",አማራ ክልል ፈልቶበታል ልኩን ማስገባት ሙስሊሞችን ጠልቶ ሙስሊሞች በሚኖርባት ኦሮምያ ግንኙነትን አትሰበው
" ""የከተማዋን ታሪካዊ ቅርሶች መጠገን ለትውልድ የሚተላለፍ ስራ ነው።""",positive,0,policy,"['የከተማዋን', 'ታሪካዊ', 'ቅርሶች', 'መጠገን', 'ለትውልድ', 'የሚተላለፍ', 'ስራ']",የከተማዋን ታሪካዊ ቅርሶች መጠገን ለትውልድ የሚተላለፍ ስራ
'ኢትዮጵያ የሚለው ስም የአሸናፊዎች ስም ነው ፤ የነፃነት ምልክት ነው ። አልጠራጠርም ፤ የኔ ትውልድ ለአሸናፊ ስሙና ለነፃነት ምልክቱ የሚጠበቅበትን ዋጋ ከፍሎ ኢትዮጵያን እና ኢትዮጵ',positive,0,afrisenti,"['ኢትዮጵያ', 'የሚለው', 'ስም', 'የአሸናፊዎች', 'ስም', '፤', 'የነጻነት', 'ምልክት', '።', 'አልጠራጠርም', '፤', 'የኔ', 'ትውልድ', 'ለአሸናፊ', 'ስሙና', 'ለነጻነት', 'ምልክቱ', 'የሚጠበቅበትን', 'ዋጋ', 'ከፍሎ', 'ኢትዮጵያን', 'ኢትዮጵ']",ኢትዮጵያ የሚለው ስም የአሸናፊዎች ስም ፤ የነጻነት ምልክት ። አልጠራጠርም ፤ የኔ ትውልድ ለአሸናፊ ስሙና ለነጻነት ምልክቱ የሚጠበቅበትን ዋጋ ከፍሎ ኢትዮጵያን ኢትዮጵ
'@user መስሎሽ ነበር። ኣሁን ደግሞ ኩምሽሽ ብለሽ ኣረፍሽው።',negative,1,afrisenti,"['መስሎሽ', 'ነበር።', 'ኣሁን', 'ኩምሽሽ', 'ብለሽ', 'ኣረፍሽው።']",መስሎሽ ነበር። ኣሁን ኩምሽሽ ብለሽ ኣረፍሽው።
'@user አሉ ደሞ አብረው ምግቧን ላጥ ላጥ አረገው የሚተቹ ይሉኝታ የሰገጣቸው ሰዎች',negative,1,afrisenti,"['አሉ', 'ደሞ', 'አብረው', 'ምግቧን', 'ላጥ', 'ላጥ', 'አረገው', 'የሚተቹ', 'ይሉኝታ', 'የሰገጣቸው']",አሉ ደሞ አብረው ምግቧን ላጥ ላጥ አረገው የሚተቹ ይሉኝታ የሰገጣቸው
የጎንደሩስ ፋሲል ቢሆን እናቱ ሞጋሳ መሆኗን ልትግድ ነው። አይ የደበተራ ነገር።,neutral,2,afrisenti,"['የጎንደሩስ', 'ፋሲል', 'እናቱ', 'ሞጋሳ', 'መሆኗን', 'ልትግድ', 'አይ', 'የደበተራ', 'ነገር።']",የጎንደሩስ ፋሲል እናቱ ሞጋሳ መሆኗን ልትግድ አይ የደበተራ ነገር።
ይኼ ቺስታ ሕዝብ ተመቸው በለኛ! አፍጥኑት! አፍጥኑት! ማለታቸው አይቀርም።,neutral,2,afrisenti,"['ይኼ', 'ቺስታ', 'ህዝብ', 'ተመቸው', 'በለኛ', 'አፍጥኑት', 'አፍጥኑት', 'ማለታቸው', 'አይቀርም።']",ይኼ ቺስታ ህዝብ ተመቸው በለኛ አፍጥኑት አፍጥኑት ማለታቸው አይቀርም።
ነውረኝነት ነው ለ 3 አመት ከልሉን ማረጋጋት ያልቻለ መንግስት ገበሬው እንዳያርስ ተማሪው እንድማር ነጋዴው በሰላም ተዘዋውሮ መነገድ እንዳይችል ማድረግ ያልቻለ እራሱን መንግስት አድርጎ መሠየም ሞራለ ቢስነት ነው,negative,1,policy,"['ነውረኝነት', 'አመት', 'ከልሉን', 'ማረጋጋት', 'ያልቻለ', 'መንግስት', 'ገበሬው', 'እንዳያርስ', 'ተማሪው', 'እንድማር', 'ነጋዴው', 'በሰላም', 'ተዘዋውሮ', 'መነገድ', 'እንዳይችል', 'ማድረግ', 'ያልቻለ', 'እራሱን', 'መንግስት', 'አድርጎ', 'መሠየም', 'ሞራለ', 'ቢስነት']",ነውረኝነት አመት ከልሉን ማረጋጋት ያልቻለ መንግስት ገበሬው እንዳያርስ ተማሪው እንድማር ነጋዴው በሰላም ተዘዋውሮ መነገድ እንዳይችል ማድረግ ያልቻለ እራሱን መንግስት አድርጎ መሠየም ሞራለ ቢስነት
'@user @user @user @user @user ኣዎ ከሶዶማዊነት ሳልፈጠር ልቅር፤ ከፈላስፋነትም ከጠቢብነትም ይልቅ ዜሮ እድሜ ሆኜ ልቅር።',negative,1,afrisenti,"['ኣዎ', 'ከሶዶማዊነት', 'ሳልፈጠር', 'ልቅር፤', 'ከፈላስፋነትም', 'ከጠቢብነትም', 'ይልቅ', 'ዜሮ', 'እድሜ', 'ሆኜ', 'ልቅር።']",ኣዎ ከሶዶማዊነት ሳልፈጠር ልቅር፤ ከፈላስፋነትም ከጠቢብነትም ይልቅ ዜሮ እድሜ ሆኜ ልቅር።
እውነቱ ራስን መሆን ነው,positive,0,afrisenti,"['እውነቱ', 'ራስን', 'መሆን']",እውነቱ ራስን መሆን
" ""የመሰረተ ልማት ዝርጋታው ለገጠር ከተሞችም ሊዳረስ ይገባል""",neutral,2,policy,"['የመሰረተ', 'ልማት', 'ዝርጋታው', 'ለገጠር', 'ከተሞችም', 'ሊዳረስ', 'ይገባል']",የመሰረተ ልማት ዝርጋታው ለገጠር ከተሞችም ሊዳረስ ይገባል
ማንም አይቀየምህም አንተ ዝም ብለህ ተቀደድ እስኬ,negative,1,afrisenti,"['ማንም', 'አይቀየምህም', 'አንተ', 'ዝም', 'ብለህ', 'ተቀደድ', 'እስኬ']",ማንም አይቀየምህም አንተ ዝም ብለህ ተቀደድ እስኬ
በኦሮሚያ ክልል ባሉ ዩኒቨርስቲዎች በነበረ አለመረጋጋት ከዩኒቨርሲቲ ወደ ቤተሰቦቻቸው ሲመለሱ ማንነታቸው ባልታወቁ አካላት የታገቱ የአማራ ተማሪዎችን ጉዳይ የክልሉ መንግሥት ትኩረት ሰ…,neutral,2,afrisenti,"['በኦሮሚያ', 'ክልል', 'ባሉ', 'ዩኒቨርስቲዎች', 'በነበረ', 'አለመረጋጋት', 'ከዩኒቨርሲቲ', 'ቤተሰቦቻቸው', 'ሲመለሱ', 'ማንነታቸው', 'ባልታወቁ', 'አካላት', 'የታገቱ', 'የአማራ', 'ተማሪዎችን', 'ጉዳይ', 'የክልሉ', 'መንግሥት', 'ትኩረት', 'ሰ']",በኦሮሚያ ክልል ባሉ ዩኒቨርስቲዎች በነበረ አለመረጋጋት ከዩኒቨርሲቲ ቤተሰቦቻቸው ሲመለሱ ማንነታቸው ባልታወቁ አካላት የታገቱ የአማራ ተማሪዎችን ጉዳይ የክልሉ መንግሥት ትኩረት ሰ
አሁን ብዙ በድርቅ የሚሞት የለም,positive,0,afrisenti,"['ብዙ', 'በድርቅ', 'የሚሞት', 'የለም']",ብዙ በድርቅ የሚሞት የለም
ሬድዋን ሁሤንም ተመልሦ ወደ ሥልጣን! • አይ ጲጲ!,neutral,2,afrisenti,"['ሬድዋን', 'ሁሤንም', 'ተመልሦ', 'ሥልጣን', 'አይ', 'ጲጲ']",ሬድዋን ሁሤንም ተመልሦ ሥልጣን አይ ጲጲ
" ""ለሀገር የሚሰሩ እጆች ይባረኩ በጣም ደስ ይላል""",positive,0,policy,"['ለሃገር', 'የሚሰሩ', 'እጆች', 'ይባረኩ', 'በጣም', 'ደስ', 'ይላል']",ለሃገር የሚሰሩ እጆች ይባረኩ በጣም ደስ ይላል
'@user @user @user አቆርቋዥ። በጣም ክፉ እና በጣም ዘረኛ ማህበረሰብ እንደ ትግሬ አላየሁም። የክህደትን ጥግ በእናንተ አየን ፤',negative,1,afrisenti,"['አቆርቋዥ።', 'በጣም', 'ክፉ', 'በጣም', 'ዘረኛ', 'ማህበረሰብ', 'ትግሬ', 'አላየሁም።', 'የክህደትን', 'ጥግ', 'በእናንተ', 'አየን', '፤']",አቆርቋዥ። በጣም ክፉ በጣም ዘረኛ ማህበረሰብ ትግሬ አላየሁም። የክህደትን ጥግ በእናንተ አየን ፤
ወግ አይደል ሲዳሩ ማልቀስ ይላል ያገሬ ሰው ተላላኪ ገረድ ሁሉ ማይክ የጨበጠ ጊዜ ብዙ ያወራል,negative,1,policy,"['ወግ', 'አይደል', 'ሲዳሩ', 'ማልቀስ', 'ይላል', 'ያገሬ', 'ተላላኪ', 'ገረድ', 'ማይክ', 'የጨበጠ', 'ጊዜ', 'ብዙ', 'ያወራል']",ወግ አይደል ሲዳሩ ማልቀስ ይላል ያገሬ ተላላኪ ገረድ ማይክ የጨበጠ ጊዜ ብዙ ያወራል
አይጠፋም ??  Most anticipated ብሎ ማለት ግን ንጥት ያለ ነጫጭባ ውሸት ነው:),neutral,2,afrisenti,"['አይጠፋም', 'Most', 'anticipated', 'ብሎ', 'ማለት', 'ንጥት', 'ያለ', 'ነጫጭባ', 'ውሸት']",አይጠፋም Most anticipated ብሎ ማለት ንጥት ያለ ነጫጭባ ውሸት
'@user እውነት ነው እረፍት ነው እንጂ አልሞተም!??',positive,0,afrisenti,"['እውነት', 'እረፍት', 'እንጂ', 'አልሞተም']",እውነት እረፍት እንጂ አልሞተም
አሁን ይህ የተቃዋሜ ንግግር ነው በፈጣሪችሁ ጉድ ስሙ ለሆዱ የወደቀን ሠው,negative,1,policy,"['የተቃዋሜ', 'ንግግር', 'በፈጣሪችሁ', 'ጉድ', 'ስሙ', 'ለሆዱ', 'የወደቀን', 'ሠው']",የተቃዋሜ ንግግር በፈጣሪችሁ ጉድ ስሙ ለሆዱ የወደቀን ሠው
ዘር የለሹ ወረኛ,negative,1,afrisenti,"['ዘር', 'የለሹ', 'ወረኛ']",ዘር የለሹ ወረኛ
'@user ለሚያልፍ ቀን ማያልፍ ነገር ባትናገሪ ጥሩ ነበር ግን ጥሩ ነው ያመንሽበትን መናገር። ይሄ አሁን ያልሽው ደሞ ሁሌም ይከተልሻል',negative,1,afrisenti,"['ለሚያልፍ', 'ቀን', 'ማያልፍ', 'ነገር', 'ባትናገሪ', 'ጥሩ', 'ጥሩ', 'ያመንሽበትን', 'መናገር።', 'ይሄ', 'ያልሽው', 'ደሞ', 'ሁሌም', 'ይከተልሻል']",ለሚያልፍ ቀን ማያልፍ ነገር ባትናገሪ ጥሩ ጥሩ ያመንሽበትን መናገር። ይሄ ያልሽው ደሞ ሁሌም ይከተልሻል
እንደ ድመት ፕፍፍፍ የምትሉት ነገር አለ ደሞ!,neutral,2,afrisenti,"['ድመት', 'ፕፍፍፍ', 'የምትሉት', 'ነገር', 'አለ', 'ደሞ']",ድመት ፕፍፍፍ የምትሉት ነገር አለ ደሞ
ክልል የኮሌራ በሽታ በተከሰተበት ጎፋ ዞን ከነገ ጀምሮ የክትባት ዘመቻ እንደሚያካሂድ የክልሉ ጤና ቢሮ አስታወቀ። ቢሮው ክትባቱን የሚያካሂደው በበሽታው 4 ሰዎች መሞታቸውንና 180 አንድ…,neutral,2,afrisenti,"['ክልል', 'የኮሌራ', 'በሽታ', 'በተከሰተበት', 'ጎፋ', 'ዞን', 'ከነገ', 'ጀምሮ', 'የክትባት', 'ዘመቻ', 'እንደሚያካሂድ', 'የክልሉ', 'ጤና', 'ቢሮ', 'አስታወቀ።', 'ቢሮው', 'ክትባቱን', 'የሚያካሂደው', 'በበሽታው', 'መሞታቸውንና']",ክልል የኮሌራ በሽታ በተከሰተበት ጎፋ ዞን ከነገ ጀምሮ የክትባት ዘመቻ እንደሚያካሂድ የክልሉ ጤና ቢሮ አስታወቀ። ቢሮው ክትባቱን የሚያካሂደው በበሽታው መሞታቸውንና
ህወሓት ከኦፌኮ ጋር ለመዋሃድ መግባባት ላይ መድረሱ ተገለፀ::  ኦቦ በቀለ ገረባ ፍቃደኛ ሆነዋል! Congratulation OFC. Hello Qeerros ይሰማል!,positive,0,afrisenti,"['ህወሃት', 'ከኦፌኮ', 'ለመዋሃድ', 'መግባባት', 'መድረሱ', 'ተገለጸ', 'ኦቦ', 'በቀለ', 'ገረባ', 'ፍቃደኛ', 'ሆነዋል', 'Congratulation', 'OFC', 'Hello', 'Qeerros', 'ይሰማል']",ህወሃት ከኦፌኮ ለመዋሃድ መግባባት መድረሱ ተገለጸ ኦቦ በቀለ ገረባ ፍቃደኛ ሆነዋል Congratulation OFC Hello Qeerros ይሰማል
በተደጋጋሚ ከኦፌኮዉ ምክትል ሊ/ቀ ኦቦ በቀለ ገርባ ጋር ተነጋግረናል፤ ይሁንታንም አገኝተናል።” - አቶ ጌታቸው ረዳ ድምፅ ወያኔ ቴሌቪዥን ላይ ከሰጡት ቃለ ምልልስ,neutral,2,afrisenti,"['በተደጋጋሚ', 'ከኦፌኮዉ', 'ምክትል', 'ሊ', 'ቀ', 'ኦቦ', 'በቀለ', 'ገርባ', 'ተነጋግረናል፤', 'ይሁንታንም', 'አገኝተናል።', 'አቶ', 'ጌታቸው', 'ረዳ', 'ድምጽ', 'ወያኔ', 'ቴሌቪዥን', 'ከሰጡት', 'ቃለ', 'ምልልስ']",በተደጋጋሚ ከኦፌኮዉ ምክትል ሊ ቀ ኦቦ በቀለ ገርባ ተነጋግረናል፤ ይሁንታንም አገኝተናል። አቶ ጌታቸው ረዳ ድምጽ ወያኔ ቴሌቪዥን ከሰጡት ቃለ ምልልስ
ሲሆን ይሆናል ሲቀር ይቀራል 2ኛc ማንን ይፈራል ???????? የሚገርመው አሁንም በዜማ ነው ምታነቡት ????????????,negative,1,afrisenti,"['ሲሆን', 'ሲቀር', 'ይቀራል', 'ኛc', 'ማንን', 'ይፈራል', 'የሚገርመው', 'አሁንም', 'በዜማ', 'ምታነቡት']",ሲሆን ሲቀር ይቀራል ኛc ማንን ይፈራል የሚገርመው አሁንም በዜማ ምታነቡት
'@user @user በፖለቲካ መርህ ቢሆን ኖሮ መፍትሔ ነበር ። ሌላው ቢቀር ከአብን ማባረር',negative,1,afrisenti,"['በፖለቲካ', 'መርህ', 'ኖሮ', 'መፍትሄ', '።', 'ሌላው', 'ቢቀር', 'ከአብን', 'ማባረር']",በፖለቲካ መርህ ኖሮ መፍትሄ ። ሌላው ቢቀር ከአብን ማባረር
★አዲስ አበባ ስቴዲየም ላይ ኳስ ልታይ እየገባህ .... _ በሩ ላይ «የሴት ቦርሳ አይገባም»  ስትባል  _ እረ?  ትንፋሽስ ይገባል??? ብለህ እየጠየክ የምታሳየው ሁኔታ  _ _ እ…,neutral,2,afrisenti,"['አዲስ', 'አበባ', 'ስቴዲየም', 'ኳስ', 'ልታይ', 'እየገባህ', '_', 'በሩ', 'የሴት', 'ቦርሳ', 'አይገባም', 'ስትባል', '_', 'እረ', 'ትንፋሽስ', 'ይገባል', 'ብለህ', 'እየጠየክ', 'የምታሳየው', 'ሁኔታ', '_', '_', 'እ']",አዲስ አበባ ስቴዲየም ኳስ ልታይ እየገባህ _ በሩ የሴት ቦርሳ አይገባም ስትባል _ እረ ትንፋሽስ ይገባል ብለህ እየጠየክ የምታሳየው ሁኔታ _ _ እ
ጅማ አባ ጅፋር ከ ባህር ዳር ከተማ - ቀጥታ የውጤት መግለጫ,neutral,2,afrisenti,"['ጅማ', 'አባ', 'ጅፋር', 'ባህር', 'ዳር', 'ከተማ', 'ቀጥታ', 'የውጤት', 'መግለጫ']",ጅማ አባ ጅፋር ባህር ዳር ከተማ ቀጥታ የውጤት መግለጫ
የኩባ ወዳጅነት የቅርብ ጊዜ ይመስለኛል,neutral,2,afrisenti,"['የኩባ', 'ወዳጅነት', 'የቅርብ', 'ጊዜ', 'ይመስለኛል']",የኩባ ወዳጅነት የቅርብ ጊዜ ይመስለኛል
የተሻለውንና በውጭ ሃይላት የማይሾፈረውን ቤተመንግስት መቀለ ላይ ለመገንባት መሰለኝ ትግራይ የሄዱት። ከመንግስት መቀመጫነት ወደ ሙዚየምነት እየተለወጠና ለሬስቶራንትነት…,neutral,2,afrisenti,"['የተሻለውንና', 'በውጭ', 'ሃይላት', 'የማይሾፈረውን', 'ቤተመንግስት', 'መቀለ', 'ለመገንባት', 'መሰለኝ', 'ትግራይ', 'የሄዱት።', 'ከመንግስት', 'መቀመጫነት', 'ሙዚየምነት', 'እየተለወጠና', 'ለሬስቶራንትነት']",የተሻለውንና በውጭ ሃይላት የማይሾፈረውን ቤተመንግስት መቀለ ለመገንባት መሰለኝ ትግራይ የሄዱት። ከመንግስት መቀመጫነት ሙዚየምነት እየተለወጠና ለሬስቶራንትነት
" ""የነዳጅ ዋጋ ጭማሪው በኢንዱስትሪ ምርቶች ዋጋ ላይ ተፅዕኖ አለው።""",negative,1,policy,"['የነዳጅ', 'ዋጋ', 'ጭማሪው', 'በኢንዱስትሪ', 'ምርቶች', 'ዋጋ', 'ተጽእኖ', 'አለው።']",የነዳጅ ዋጋ ጭማሪው በኢንዱስትሪ ምርቶች ዋጋ ተጽእኖ አለው።
ኢንዲች ቢለህ እንዳትጠረጢር! ዘማኑ ኤደሬሴበት ተክኖሎጂ በቅርቡ ኢናመጣሌን።,neutral,2,afrisenti,"['ኢንዲች', 'ቢለህ', 'እንዳትጠረጢር', 'ዘማኑ', 'ኤደሬሴበት', 'ተክኖሎጂ', 'በቅርቡ', 'ኢናመጣሌን።']",ኢንዲች ቢለህ እንዳትጠረጢር ዘማኑ ኤደሬሴበት ተክኖሎጂ በቅርቡ ኢናመጣሌን።
ሞዴል ጤና ጣቢያ ሞዴል ሆስፒታል :-),neutral,2,afrisenti,"['ሞዴል', 'ጤና', 'ጣቢያ', 'ሞዴል', 'ሆስፒታል']",ሞዴል ጤና ጣቢያ ሞዴል ሆስፒታል
'Abiy Ahmed መንግሥት ሕዝብን መግደል ከጀመረ ተሸነፈ ማለት ነው አንተ ግን መግደል ሳይሆን ጨፍጭፋሀልና መሸነፍህን አምነህ እጅህን ስጥ::@user',negative,1,afrisenti,"['Abiy', 'Ahmed', 'መንግሥት', 'ህዝብን', 'መግደል', 'ከጀመረ', 'ተሸነፈ', 'ማለት', 'አንተ', 'መግደል', 'ሳይሆን', 'ጨፍጭፋሃልና', 'መሸነፍህን', 'አምነህ', 'እጅህን', 'ስጥ']",Abiy Ahmed መንግሥት ህዝብን መግደል ከጀመረ ተሸነፈ ማለት አንተ መግደል ሳይሆን ጨፍጭፋሃልና መሸነፍህን አምነህ እጅህን ስጥ
ቀላል! ዘው እያሉ እየገቡ ግራ አጋቡን,negative,1,afrisenti,"['ቀላል', 'ዘው', 'እያሉ', 'እየገቡ', 'ግራ', 'አጋቡን']",ቀላል ዘው እያሉ እየገቡ ግራ አጋቡን
በአጠቃላይ ፖሊሲ አውጪዎችን ጨምሮ በኢትዮጲያ ያሉ ሙያን የሚፈልጉ የአገልግሎት ቦታዎች ላይ የሚገኙት ሰዎች 100% በፖለቲካዊ አስፈላጊነታቸው ብቻና ብቻ ነው። ኢትዮጲያ…,neutral,2,afrisenti,"['በአጠቃላይ', 'ፖሊሲ', 'አውጪዎችን', 'ጨምሮ', 'በኢትዮጲያ', 'ያሉ', 'ሙያን', 'የሚፈልጉ', 'የአገልግሎት', 'ቦታዎች', 'የሚገኙት', 'በፖለቲካዊ', 'አስፈላጊነታቸው', 'ብቻና', 'ኢትዮጲያ']",በአጠቃላይ ፖሊሲ አውጪዎችን ጨምሮ በኢትዮጲያ ያሉ ሙያን የሚፈልጉ የአገልግሎት ቦታዎች የሚገኙት በፖለቲካዊ አስፈላጊነታቸው ብቻና ኢትዮጲያ
በተለያዩ የመንግስት ከፍተኛ የትምህርት ተቋማት ተማሪዎች የነበሩ እና በግጭቶች ተሳታፊ ናቸው የተባሉ 170 ተማሪዎች ከአንድ አመት እስከ ዕድሜ ልክ የሚደርስ ዕገዳ እንደተጣለባቸው የ…,neutral,2,afrisenti,"['በተለያዩ', 'የመንግስት', 'ከፍተኛ', 'የትምህርት', 'ተቋማት', 'ተማሪዎች', 'የነበሩ', 'በግጭቶች', 'ተሳታፊ', 'የተባሉ', 'ተማሪዎች', 'ከአንድ', 'አመት', 'እድሜ', 'ልክ', 'የሚደርስ', 'እገዳ', 'እንደተጣለባቸው']",በተለያዩ የመንግስት ከፍተኛ የትምህርት ተቋማት ተማሪዎች የነበሩ በግጭቶች ተሳታፊ የተባሉ ተማሪዎች ከአንድ አመት እድሜ ልክ የሚደርስ እገዳ እንደተጣለባቸው
